price	name	product_name	strength	pack_size	form	scientificName	scientific_category	consumer_category	company	route	description	imageUrl
108.0	ديكونادال 10 مجم 21 أقراص	ديكونادال	10 مجم	21	أقراص	روزوفاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	كوباد فارما	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://demov2.egypt.dawatech.com/web/image/product.template/9201/image_1920
60.0	ديليب 60 مجم 3 أقراص	ديليب	60 مجم	3	أقراص	دابوكسيتين	علاج سرعة القذف	صحة الرجل	بينتا فارما	فموي صلب	يساعد على تأخير القذف لعلاج سرعة القذف.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/delepe-60-mg-3-tablets-790436.jpg?v=1721725731
120.0	ديليب 60 مجم 6 أقراص	ديليب	60 مجم	6	أقراص	دابوكسيتين	علاج سرعة القذف	صحة الرجل	بينتا فارما	فموي صلب	يساعد على تأخير القذف لعلاج سرعة القذف.	https://cdn.shopify.com/s/files/1/0935/9550/0847/files/Delepe60mg6Tab.webp?v=1773216250
96.0	ديمافيغت سكوريد 5 مجم 30 أقراص	ديمافيغت سكوريد	5 مجم	30	أقراص	ميتولازون	مدر للبول	القلب والضغط	إنترناشيونال دراج أجينسي (إيدي)	فموي صلب	مدر للبول يتخلص من السوائل والأملاح الزائدة لتقليل التورم وخفض ضغط الدم.	https://demov2.egypt.dawatech.com/web/image/product.template/11268/image_1920
25.0	ديبوبين ميو فيالات	ديبوبين ميو			فيالات	بينزاثين بينيسيلين ج	مضاد حيوي	المضادات الحيوية	موب	حقن	يعالج العدوى البكتيرية عن طريق قتل البكتيريا أو وقف نموها.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/depo-pen-12-miu-1-vial-167211.jpg?v=1699328464
15.0	ديرماتين توب 1% كريم 14 جم	ديرماتين توب	1%	14 جم	كريم	كلوتريمازول	مضاد فطريات - إيميدازول	مضادات الفطريات	فاركو	موضعي	يعالج العدوى الفطرية للجلد والأظافر والأغشية المخاطية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/dermatin-1-cream-14-gm-993508.jpg?v=1733228675
70.0	ديسا 5 مجم 20 أقراص	ديسا	5 مجم	20	أقراص	ديسلوراتادين	مضاد للهيستامين والحساسية	الحساسية	ديلتا فارما	فموي صلب	يخفف أعراض الحساسية مثل العطس والحكة وسيلان الأنف والشرى.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/desa-5-mg-20-tablets-552173.jpg?v=1687635272
53.0	ديكسافلوكس قطرة عين 5 مل	ديكسافلوكس		5 مل	قطرة عين	ديكساميثازون + أوفلوكساسين	مضاد حيوي مع كورتيزون	المضادات الحيوية	جامجوم فارماسيوتيكالز	عيني	يجمع مضادًا حيويًا مع الكورتيزون لعلاج العدوى والالتهاب معًا.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/dexaflox-eye-drops-5-ml-801687.jpg?v=1687635361
37.0	ديكساتوبرين إيي معلق 5 مل	ديكساتوبرين إيي		5 مل	معلق	ديكساميثازون + توبراميسين	كورتيزون مع مضاد حيوي	المضادات الحيوية	إييبيكو	فموي سائل	يجمع الكورتيزون مع مضاد حيوي لعلاج الجلد الملتهب والمصاب بعدوى.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/dexatobrin-eye-drops-5-ml-266269.jpg?v=1732114136
66.0	ديكساويست 30 مجم 14 كبسولات	ديكساويست	30 مجم	14	كبسولات	ديكسلانسوبرازول	مثبط مضخة البروتون	المعدة والهضم	ويستيرن فارماسيوتيكالز إندستريز > ويستيرن فارما	فموي صلب	يقلل حمض المعدة بقوة لعلاج القرحة وتخفيف الارتجاع والحموضة.	https://demov2.egypt.dawatech.com/web/image/product.template/14733/image_1920
75.0	ديكسكيتو كار 25 مجم 30 أقراص	ديكسكيتو كار	25 مجم	30	أقراص	ديكسكيتوبروفين	مضاد التهاب - مشتق حمض البروبيونيك	المسكنات	ميسر > مولتيكار	فموي صلب	مسكن مضاد للالتهاب للصداع وآلام العضلات والمفاصل والحرارة.	https://demov2.egypt.dawatech.com/web/image/product.template/15547/image_1920
36.0	ديابينور 2 مجم 30 أقراص	ديابينور	2 مجم	30	أقراص	جليميبيريد	سلفونيل يوريا	السكري	إيجبي > أبوت	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بتحفيز البنكرياس على إفراز أنسولين أكثر.	https://demov2.egypt.dawatech.com/web/image/product.template/15479/image_1920
75.0	ديابيتين 15 مجم 30 أقراص	ديابيتين	15 مجم	30	أقراص	بيوجليتازون	جليتازون	السكري	أونيفارما	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بجعل الجسم أكثر حساسية للأنسولين.	https://demov2.egypt.dawatech.com/web/image/product.template/11538/image_1920
35.0	ديابيتين 30 مجم 10 أقراص	ديابيتين	30 مجم	10	أقراص	بيوجليتازون	جليتازون	السكري	أونيفارما	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بجعل الجسم أكثر حساسية للأنسولين.	https://demov2.egypt.dawatech.com/web/image/product.template/9285/image_1920
105.0	ديابيتين 30 مجم 30 أقراص	ديابيتين	30 مجم	30	أقراص	بيوجليتازون	جليتازون	السكري	أونيفارما	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بجعل الجسم أكثر حساسية للأنسولين.	https://demov2.egypt.dawatech.com/web/image/product.template/9285/image_1920
50.0	ديابيتونورم 45 مجم 15 أقراص	ديابيتونورم	45 مجم	15	أقراص	بيوجليتازون	جليتازون	السكري	أوكتوبير فارما	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بجعل الجسم أكثر حساسية للأنسولين.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/diabetonorm-45-mg-15-tablets-109246.jpg?v=1739451754
80.0	دياميكرون مر 30 مجم 30 أقراص	دياميكرون مر	30 مجم	30	أقراص	جليكلازيد	سلفونيل يوريا	السكري	سيرفيير	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بتحفيز البنكرياس على إفراز أنسولين أكثر.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/diamicron-mr-30-mg-30-tablets-492509.jpg?v=1695227901
156.0	دياميكرون مر سكوريد 60 مجم 30 أقراص	دياميكرون مر سكوريد	60 مجم	30	أقراص	جليكلازيد	سلفونيل يوريا	السكري	سيرفيير	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بتحفيز البنكرياس على إفراز أنسولين أكثر.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/diamicron-mr-60-mg-30-tablets-983068.jpg?v=1687635360
140.0	ديامونريكتا 20 مجم 4 أقراص	ديامونريكتا	20 مجم	4	أقراص	تادالافيل	منشط جنسي	صحة الرجل	إيفا فارما	فموي صلب	يدعم الأداء الجنسي لدى الرجال ويعالج ضعف الانتصاب.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/diamonrecta-20-mg-4-tablets-787208.jpg?v=1691500810
187.5	ديامونريكتا 5 مجم 30 أقراص	ديامونريكتا	5 مجم	30	أقراص	تادالافيل	منشط جنسي	صحة الرجل	إيفا فارما	فموي صلب	يدعم الأداء الجنسي لدى الرجال ويعالج ضعف الانتصاب.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/diamonrecta-5-mg-30-tablets-689615.jpg?v=1687732402
30.0	ديافانس 1.25/250 مجم 30 أقراص	ديافانس	1.25/250 مجم	30	أقراص	جليبينكلاميد (جليبوريد) + ميتفورمين	مضاد سكري مركّب	السكري	سيجما	فموي صلب	تركيبة تخفض سكر الدم عن طريق زيادة الأنسولين وتحسين استخدام الجسم له.	https://demov2.egypt.dawatech.com/web/image/product.template/17930/image_1920
39.0	ديافانس 2.5/500 مجم 30 أقراص	ديافانس	2.5/500 مجم	30	أقراص	جليبينكلاميد (جليبوريد) + ميتفورمين	مضاد سكري مركّب	السكري	سيجما	فموي صلب	تركيبة تخفض سكر الدم عن طريق زيادة الأنسولين وتحسين استخدام الجسم له.	https://demov2.egypt.dawatech.com/web/image/product.template/17406/image_1920
152.0	ديبافالي 50 مجم 28 أقراص	ديبافالي	50 مجم	28	أقراص	فيلداجليبتين	مثبط DPP-4	السكري	اوج فارما	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بمساعدة الجسم على إفراز أنسولين أكثر بعد الوجبات.	https://demov2.egypt.dawatech.com/web/image/product.template/10893/image_1920
111.0	ديفلوكان 150 مجم 1 كبسولات	ديفلوكان	150 مجم	1	كبسولات	فلوكونازول	مضاد فطريات - تريازول	مضادات الفطريات	بفيزير	فموي صلب	يعالج مجموعة واسعة من العدوى الفطرية، بما فيها الداخلية (الجهازية).	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/diflucan-150-mg-1-capsule-752569.jpg?v=1687635363
179.0	ديفلوكان 50 مجم 7 كبسولات	ديفلوكان	50 مجم	7	كبسولات	فلوكونازول	مضاد فطريات - تريازول	مضادات الفطريات	بفيزير	فموي صلب	يعالج مجموعة واسعة من العدوى الفطرية، بما فيها الداخلية (الجهازية).	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/diflucan-50-mg-7-capsules-681137.jpg?v=1730967395
94.0	ديجيست إيز 20 كبسولات	ديجيست إيز		20	كبسولات	بروميلاين مج + باباين مج + تشاموميل مج + جينجير روت مج + بيبيرمينت ليفيس مج + أنيس فلافو	اضطرابات الجهاز الهضمي	المعدة والهضم	ويستيرن فارماسيوتيكالز إندستريز > إنترناشيونال ميديكال جويد	فموي صلب	يخفف اضطرابات الهضم وعدم الراحة في المعدة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/digest-eze-20-capsules-237479.jpg?v=1687635363
42.0	ديجيستين 20 أقراص	ديجيستين		20	أقراص	باباين + سانزيم	إنزيمات هاضمة	المعدة والهضم	فاركو	فموي صلب	يمدّ الجسم بإنزيمات تساعد على هضم الطعام وتخفيف الامتلاء وعسر الهضم.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/digestin-20-tablets-173336.jpg?v=1687635364
318.0	ديجليفلوز 10 مجم 30 أقراص	ديجليفلوز	10 مجم	30	أقراص	داباجليفلوزين	مثبط SGLT2	السكري	مارسيرل	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بالتخلص من السكر الزائد عبر البول، ويدعم صحة القلب والكلى.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/diglifloz-10-mg-30-tablets-813732.jpg?v=1707298444
70.0	ديمرا 20 أقراص	ديمرا		20	أقراص	ديكلوفيناك بوتاسيوم + ميثوكاربامول	باسط للعضلات ومسكن	المخ والأعصاب	أوكتوبير فارما	فموي صلب	يخفف آلام العضلات والتشنج عن طريق ارتخاء العضلات المشدودة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/dimra-20-tablets-797381.jpg?v=1687635363
